1	10002980	10010032
1	10003485	10041824
1	10003485	10045556
1	10003545	10032561
1	10007375	10007694
1	100111498	100160097
1	100111748	100155633
1	100174258	100231349
1	100174258	100231349
1	100176474	100181215
1	100250295	100250441
1	100257217	100257309
1	10027438	10027516
1	100295020	100295093
1	100315639	100389576
1	100316044	100389576
1	100316044	100389576
1	100316044	100389576
1	100316530	100389576
1	100318225	100389579
1	100326765	100389576
1	100340025	100342153
1	10043198	10044626
1	100433938	100435420
1	100435344	100489009
1	100435344	100492448
1	100435534	100488512
1	100436092	100489006
1	100444494	100444601
1	100459157	100489011
1	100466192	100466295
1	100496121	100501188
1	100503652	100548933
1	100523545	100550027
1	100549118	100598511
1	100549118	100598511
1	100550676	100598444
1	10057273	10076078
1	100598705	100606096
1	100598718	100616053
1	100598770	100606368
1	100608462	100609907
1	100614408	100643771
1	100614408	100643771
1	100614408	100643771
1	100659735	100715390
1	100676098	100715376
1	1007125	1009687
1	100729564	100731676
1	100731762	100758325
1	100731771	100740399
1	100731804	100757327
1	100731844	100732485
1	100746796	100746864
1	100810032	100810798
1	100810583	100965021
1	100818022	100985832
1	100818046	100965016
1	100818057	100950300
1	100818155	100985833
1	100818504	100983849
1	100844237	100844331
1	100889287	100908670
1	100927954	100951553
1	10092889	10240425
1	10093015	10241289
1	10093331	10133176
1	10093653	10241297
1	101003692	101007574
1	101092604	101106169
1	101185297	101204169
1	101185310	101204601
1	101185315	101204601
1	101185319	101204594
1	101337942	101360368
1	101337942	101361554
1	101339111	101360387
1	101353879	101360361
1	101361631	101447309
1	101361809	101440554
1	101455178	101491318
1	101455618	101491328
1	101455619	101460706
1	101455760	101457653
1	101455779	101491319
1	101455913	101491323
1	101461028	101461816
1	101548009	101552817
1	101598708	101598895
1	10167388	10192538
1	101694219	101694321
1	101701238	101702084
1	101702443	101707074
1	101702482	101705075
1	101708713	101709305
1	1017197	1051461
1	1017197	1051736
1	1017197	1051736
1	1017202	1051478
1	1017614	1027554
1	1018079	1041507
1	101815604	101855859
1	1019305	1051623
1	1019833	1051736
1	102189297	102195170
1	102194197	102194293
1	10223325	10223432
1	102268129	102462586
1	102269041	102302585
1	102269041	102312529
1	102269041	102462461
1	102278646	102312600
1	102325406	102325513
1	102665294	102855186
1	10270862	10368655
1	10270862	10437995
1	10271673	10441661
1	10287775	10287861
1	10290821	10366815
1	10292307	10441655
1	103228877	103319398
1	103342022	103574047
1	103342022	103574052
1	103342022	103574052
1	103343506	103574035
1	103466569	103474049
1	10359023	10359130
1	10366522	10366813
1	103817768	103828355
1	103820968	103835986
1	103957500	103968087
1	103960700	104068105
1	103961375	104068083
1	10404832	10421883
1	104066183	104066501
1	104068312	104095965
1	104068320	104097734
1	104068592	104097861
1	104097321	104122151
1	104110955	104122152
1	104159998	104168402
1	104164183	104168227
1	104198376	104207173
1	104205365	104207171
1	104230036	104239076
1	104230039	104238912
1	104235048	104237785
1	104293027	104301312
1	10450058	10450353
1	10459125	10479845
1	10459136	10480201
1	10459174	10480108
1	104615644	104619709
1	10475348	10479887
1	10490158	10512210
1	10490158	10512210
1	10490158	10512210
1	10490440	10511716
1	10490499	10502866
1	10491179	10502559
1	10491314	10511716
1	10509775	10511959
1	10509970	10511955
1	10516578	10532583
1	10518611	10519395
1	10522524	10532545
1	10534943	10690815
1	10535007	10690372
1	10595944	10596346
1	106144773	106161580
1	106470245	106495516
1	106615868	106627121
1	10676892	10677170
1	10696660	10856705
1	10707269	10856707
1	10720793	10753969
1	1072396	1079436
1	107277	107339
1	107360860	107380789
1	107599266	107601905
1	107599300	107601916
1	107682628	108024450
1	107682628	108024450
1	107682628	108024475
1	107682638	108024092
1	107682638	108024092
1	107682638	108024092
1	107682638	108024092
1	107683441	108025030
1	107683660	108026080
1	107691215	108023462
1	107691215	108023462
1	107803424	107876645
1	107991090	107991177
1	108113781	108507766
1	108114210	108507631
1	108115469	108231126
1	108115596	108231126
1	108115790	108328246
1	108211584	108507475
1	108318795	108318878
1	108507064	108537229
1	108561274	108561393
1	108614103	108617141
1	108676657	108742980
1	108677444	108735440
1	108741114	108743471
1	108742547	108744113
1	108765962	108786689
1	108803817	108816311
1	108815564	108880475
1	108918420	109013624
1	108918420	109013624
1	108918459	108953436
1	108963310	108975806
1	108992903	109013260
1	108992908	109013624
1	109102710	109181949
1	109102710	109187522
1	109190911	109203744
1	109190916	109203677
1	109190916	109204148
1	109191515	109203686
1	109234944	109244425
1	109234945	109240126
1	109234948	109240126
1	109234962	109244425
1	109255278	109285362
1	109256066	109285365
1	109276877	109277347
1	109289309	109352148
1	109302674	109324164
1	109358519	109399716
1	109358764	109363200
1	109365460	109506106
1	109365678	109395339
1	109365678	109399706
1	109399838	109401146
1	109399865	109400962
1	109417971	109473044
1	109419602	109473043
1	109472129	109493060
1	109472129	109493060
1	109472129	109506079
1	109472129	109506111
1	109472129	109506111
1	109472560	109506072
1	109472601	109486504
1	109474607	109493070
1	109477279	109493070
1	109477279	109493070
1	109512835	109584608
1	109512835	109584697
1	109512835	109584697
1	109512835	109584735
1	109512839	109584850
1	109606761	109618624
1	109633356	109639556
1	109633427	109636398
1	109642814	109643234
1	109642814	109643241
1	109648572	109655377
1	109648572	109656479
1	109648576	109655369
1	109656622	109745851
1	109656776	109745727
1	109729170	109745853
